Message,Post URL
Despite #developers love for #algorithms. 90% of my real world algorithmic performance issues have been fixed by adding a form of cache. https://bit.ly/3b6fACB #performance #programming,https://philippe.bourgau.net/most-common-ways-to-speed-up-an-algorithm/
How to use self organization to keep on programming when you are managing a software team.,https://philippe.bourgau.net/how-to-keep-programming-when-assigned-a-management-job/
"3 Tips to continue #programming when becoming #manager : master #PersonalProductivity, know about Manager's Time vs Maker's time, make the team #SelfOrganize https://bit.ly/2W0ZQN1",https://philippe.bourgau.net/how-to-keep-programming-when-assigned-a-management-job/
Let's build #agile workplaces out of #lego like #office blocks ! https://bit.ly/35sEQ57,https://philippe.bourgau.net/recipes-for-an-agile-workspace/
Did anyone try Lego like offices that teams could adapt to their needs and wishes ? ,https://philippe.bourgau.net/recipes-for-an-agile-workspace/
I'm happy to see that I'm not the only one thinking #Lego offices are the best for #agile teams. https://bit.ly/35sEQ57 @Google built their garage this way. https://bit.ly/35sEQ57,https://philippe.bourgau.net/recipes-for-an-agile-workspace/
When you discover you are in a Duke Nukem Forever project ... Leave !,https://philippe.bourgau.net/how-long-can-your-inner-drive-last/
"Before you decide to stick on a project just for learning, know how long you can maintain your motivation",https://philippe.bourgau.net/how-long-can-your-inner-drive-last/
Duke Nukem Forever took 15 years of development! When you discover your project is taking the same path ... Leave ! https://bit.ly/2WlbLEq https://bit.ly/2WlbLEq #Software,https://philippe.bourgau.net/how-long-can-your-inner-drive-last/
Do yourself a #gift today. Don't stick at a project you don't feel a drive for! https://bit.ly/2WlbLEq #Software #motivation,https://philippe.bourgau.net/how-long-can-your-inner-drive-last/
A few lean insights from ‘Little #lean management guide at the usage of #agile teams’ ,https://philippe.bourgau.net/are-most-agile-teams-doing-continuous-improvement-the-silly-way/
"For unlucky non-french readers who cannot read this great book ""The little #lean management book for #agile teams"", here are a few stories summary in english. https://bit.ly/2W0z9rH https://bit.ly/2W0z9rH #ImprovementKata",https://philippe.bourgau.net/are-most-agile-teams-doing-continuous-improvement-the-silly-way/
Every #ScrumMaster should end up creating a round robin Scrum Master roll and become a Meta Scrum Master. #SelfOrganization sometimes needs a nudge. #Scrum #Agile  https://bit.ly/2VYCEiq https://bit.ly/2VYCEiq,https://philippe.bourgau.net/scrum-teams-do-not-need-a-scrum-master/
Here is a public trello team with many ready-made boards for remote retrospectives activities,https://philippe.bourgau.net/trello-templates-to-boost-your-remote-retrospectives/
" Need help and ideas to organize #remote #retrospectives? Here is a public #Trello team full of activity templates (Glad-Sad-Mad, Hot Air Balloon ...) https://bit.ly/3b1INi7",https://philippe.bourgau.net/trello-templates-to-boost-your-remote-retrospectives/
#PairProgramming is not only about mentoring. 4 flavors of pairing,https://philippe.bourgau.net/pair-programming-from-pain-zone-to-skill-zone/
"Prepare to switch your #pairProgramming style as you gain experience. Read about 4 flavors of pairing in ""Pair Programming, From Pain Zone To Skill Zone"" https://bit.ly/2RfNNbS",https://philippe.bourgau.net/pair-programming-from-pain-zone-to-skill-zone/
"Depending on the skills of the buddies and how they approach #PairProgramming, it can be great or awful. Here are 4 common examples. https://bit.ly/2RfNNbS",https://philippe.bourgau.net/pair-programming-from-pain-zone-to-skill-zone/
"Senior devs must switch to mentors mode when pairing with juniors "" #PairProgramming, from pain zone to skill zone"" https://bit.ly/2RfNNbS @NewRelic says the same thing holds true for #MobProgramming https://bit.ly/2RfNNbS #softwaredeveloper ",https://philippe.bourgau.net/pair-programming-from-pain-zone-to-skill-zone/
Real developers know how to deal with people,https://philippe.bourgau.net/real-developers-ship/
"To explain my #softwareEngineer job to people, I tell them that it's like writing a giant book as a team. ""Software is like writing and revising a giant book"" https://bit.ly/2xwBHEG #WritingSoftware",https://philippe.bourgau.net/software-is-like-writing-and-revising-a-giant-book/
The best metaphore I found to explain software to non-developers : group writing a giant novel,https://philippe.bourgau.net/software-is-like-writing-and-revising-a-giant-book/
"Studying the theory behind #programming makes it 10 times easier to keep up with latest technologies. ""How To Keep Up With #Software Technologies"" https://bit.ly/3aOxQkC #ComputerScience #learning",https://philippe.bourgau.net/how-to-keep-up-with-software-technologies/
"I'm currently helping #CPP teams with #TDD and #Refactoring. Martin Fowler's ""Refactoring: Improving the Design of Existing Code"" book is still of tremendous value when there is no automated refactoring available ! https://bit.ly/3aOxQkC",https://philippe.bourgau.net/how-to-keep-up-with-software-technologies/
"@venkat_s said ""The [...] time we need to learn a new concept is inversely proportional to the number of diverse ideas we've been exposed to"" (https://bit.ly/3aOxQkC) Stop wasting your time, and learn the classics of our field https://bit.ly/3aOxQkC @Devoxx #software",https://philippe.bourgau.net/how-to-keep-up-with-software-technologies/
"This confinement time might be the best occasion to study #softwareEngineering theory. Here is a list of classic books in ""How To Keep Up With Software Technologies"" ",https://philippe.bourgau.net/how-to-keep-up-with-software-technologies/
Daily printout and other silly ideas to materialize the state of a codebase,https://philippe.bourgau.net/the-size-of-code/
"Ever wondered how to communicate to non-programmers how messy your code base is ? Read a few wacky ways in ""The Size Of Code"" https://bit.ly/2YvkjLx (inflatable scultpure by @JimmyKuehnle) #Programming #LegacyCode",https://philippe.bourgau.net/the-size-of-code/
What's the weirdest #hacktivist performance we could do to highlight the ugly state most codebases are in? https://bit.ly/2YvkjLx #programming #LegacyCode,https://philippe.bourgau.net/the-size-of-code/
"Just read @daedtech's great post ""Human Cost of #TechnicalDebt"". As 90% of the projects are tech debt Ponzi schemes, I still unfortunately wonder ""Is there room for non-passionate devs ?""",https://philippe.bourgau.net/is-there-any-room-for-the-not-passionate-developer/
"2 years since I wrote ""Is There Any Room for the Non-Passionate Developer ?"" #WorkLifeBalance is still a big topic to me in the #software industry. https://bit.ly/3fgGKdq",https://philippe.bourgau.net/is-there-any-room-for-the-not-passionate-developer/
An economical framework would be a great way to convince product managers to invest in large refactorings when the boy scout rule is not enough,https://philippe.bourgau.net/when-the-boy-scout-rule-fails/
"Unfortunately, the boy scout rule is not a silver bullet ...",https://philippe.bourgau.net/when-the-boy-scout-rule-fails/
Ever heard of Team Culture Book ? It tells newcomers what to expect around here !,https://philippe.bourgau.net/how-to-grow-a-culture-book/
Agregate your team working's culture in a book,https://philippe.bourgau.net/how-to-grow-a-culture-book/
A #CultureBook is #LivingDocumentation for #teamAgreements. Here is how we built our own https://bit.ly/2SAXIJN #Management30,https://philippe.bourgau.net/how-to-grow-a-culture-book/
Get your kids to contribute to house chores with Kudo Boxes ,https://philippe.bourgau.net/kudo-boxes-for-kids/
"We managed to get our kids to contribute to house chores with #Kudos. Like all #gamification schemes though, it requires regular game updates and animation to keep the momentum going ! https://bit.ly/3bXXEeO",https://philippe.bourgau.net/kudo-boxes-for-kids/
"Slides of my talk ""How not to use mocks"" at Paris #ruby meetup. Tricks for any #programming #language",https://philippe.bourgau.net/how-not-to-use-mocks-my-talk-at-paris-rb/
Would your rather #TDD Top-Down or Bottom-up ? #TestDrivenDevelopment #SoftwareCraftsmanship https://bit.ly/2W2zSbS,https://philippe.bourgau.net/flavours-of-tdd/
Bottom-up or Top-down ? Most #TDD practitionners use a blend of both !,https://philippe.bourgau.net/flavours-of-tdd/
"I now explicitly train teams to Top-Down and Bottom-Up #TDD styles. Both can be useful in different situations. Read more in ""Flavors of TDD"" https://bit.ly/2W2zSbS",https://philippe.bourgau.net/flavours-of-tdd/
"#Remote #PairProgramming brings satellite workers back in the team! This is how we did ""ReXP: Remote #eXtremeProgramming"" https://bit.ly/3d6zuz0",https://philippe.bourgau.net/rexp-remote-extreme-programming/
"Depending on your team's #remote configuration, different working agreements will work best. Remote #eXtremeProgramming works well with satellite workers.",https://philippe.bourgau.net/rexp-remote-extreme-programming/
"Thanks to #remote #PairProgramming, I've seen remote #eXtremeProgramming teams work better than traditional co located teams! https://bit.ly/3d6zuz0",https://philippe.bourgau.net/rexp-remote-extreme-programming/
Use #SlackTime to against #scrum zombies,https://philippe.bourgau.net/how-to-kill-scrum-zombies/
"Without #ContinuousImprovement, #Scrum is not #agile. Enough scrum zombies! Here is my take at ""How to kill Scrum Zombies ?"" https://bit.ly/2xxMVZz",https://philippe.bourgau.net/how-to-kill-scrum-zombies/
"Could we hack the #MythicalManMonth's concept of the Surgical Team into an #XP team to grow it beyond 10 people? ""Overclocking a Scrum Team to 12"" https://bit.ly/3c3Jf0C",https://philippe.bourgau.net/overclocking-a-scrum-team-to-12/
Hack a #SoftwareDevelopement team to make it work at 12 ! https://bit.ly/3c3Jf0C #Scrum #MythicalManMonth #SurgicalTeam,https://philippe.bourgau.net/overclocking-a-scrum-team-to-12/
"If I managed to go from zero to building a simple #MachineLearning test library in about 20 hours, everyone can! Red the full story in ""How I got my feet wet with machine learning with ‘The First 20 Hours’"" https://bit.ly/2SyTJgU #softwaretesting @joshkaufman",https://philippe.bourgau.net/how-i-fixed-the-unknown-language-pygments-error-in-octopress/
"I tried ""The first 20 hours"" technique. Turns out that with a bit of grit, we can learn a lot in 20 focused hours !",https://philippe.bourgau.net/how-i-fixed-the-unknown-language-pygments-error-in-octopress/
This machine learning experiment to test the complexity of algorithms is now actually used by someone !,https://philippe.bourgau.net/verify-the-big-o-complexity-of-ruby-code-in-rspec/
"Assert whether your ruby is O(1), O(n) or O(n2) with this experimental complexity_assert gem",https://philippe.bourgau.net/verify-the-big-o-complexity-of-ruby-code-in-rspec/
"Read fairy tales, and understand the Paxos protocol !",https://philippe.bourgau.net/a-plain-english-introduction-to-paxos-protocol/
"How Kath, Joe & Tom used the #Paxos protocol to fix an inheritance problem in the land of fairytales !",https://philippe.bourgau.net/a-plain-english-introduction-to-paxos-protocol/
"Although ""#Software is eating the world"", #developers #hiring is still keyword driven ! What should we do about it ?",https://philippe.bourgau.net/developer-are-you-losing-your-rat-race/
Would like to use #Jira as a #Programmer's #PersonalKanban or #ToDoList ? Read my guide,https://philippe.bourgau.net/my-ultimate-jira-personal-kanban/
Developer's productivity tip : hack a #PersonalKanban on top of your company's ticket tracking software,https://philippe.bourgau.net/my-ultimate-jira-personal-kanban/
Immutable #functionalprogramming style makes design by contract straightforward,https://philippe.bourgau.net/almost-15-years-of-using-design-by-contract/
"""Almost 15 years of #DesignByContracts"" My long road from ignorance to zen ! Why I still use them along with #UnitTests. https://bit.ly/2KX70f9",https://philippe.bourgau.net/almost-15-years-of-using-design-by-contract/
Class invariants are trivial to enforce in immutable data! We can get almost all of the benefits of #designByContracts by using immutable types. https://bit.ly/2KX70f9 #programming,https://philippe.bourgau.net/almost-15-years-of-using-design-by-contract/
"I'm reading @cyriux's book Living Documentation, which makes me re-think this technique to track #TechnicalDebt Updated post to come soon !",https://philippe.bourgau.net/a-seamless-way-to-keep-track-of-technical-debt-in-your-source-code/
"Leave a mark in the code of every time a piece of #TechnicalDebt hits you to prioritize #refactorings ""A seamless way to keep track of technical debt in your source code"" https://bit.ly/2yiuY1I",https://philippe.bourgau.net/a-seamless-way-to-keep-track-of-technical-debt-in-your-source-code/
Team stigmergy through code to the rescue of technical debt,https://philippe.bourgau.net/a-seamless-way-to-keep-track-of-technical-debt-in-your-source-code/
"Just read From Payback to Prevention: 5 Ways to Tame #TechnicalDebt in Your Codebase https://bit.ly/2yiuY1I. If you are not using Java and don't have access to Papercut annotations, you can always use good old TODO comments. https://bit.ly/2yiuY1I @kevinrcasey",https://philippe.bourgau.net/a-seamless-way-to-keep-track-of-technical-debt-in-your-source-code/
"@s_watts_seo: read #TechnicalDebt Explained https://bit.ly/2yiuY1I. Check @martinfowler's tech debt quadrant https://bit.ly/2yiuY1I, @DocOnDev's 4 metrics https://bit.ly/2yiuY1I. Can also use //TODO XXX comments to capture code smells https://bit.ly/2yiuY1I",https://philippe.bourgau.net/a-seamless-way-to-keep-track-of-technical-debt-in-your-source-code/
"A man may do an immense deal of good, if he does not care who gets the credit Get your team to do #codereview",https://philippe.bourgau.net/how-to-get-your-team-to-do-code-reviews/
"Become a #CodeReview champion to trick your teammates into doing code reviews! Read more in ""How to get your team to do code reviews"" https://bit.ly/35tgS9P",https://philippe.bourgau.net/how-to-get-your-team-to-do-code-reviews/
"Here are some tactics to get your team to do #CodeReview https://bit.ly/35tgS9P. If this does not work, @daedtech suggests building a business case https://bit.ly/35tgS9P #programming",https://philippe.bourgau.net/how-to-get-your-team-to-do-code-reviews/
@lgtm Great insight as to how low hierarchy organization creates to more effective #CodeReviews https://bit.ly/35tgS9P. Being a low-ego review champion can go a long way to get your team to do code reviews https://bit.ly/35tgS9P,https://philippe.bourgau.net/how-to-get-your-team-to-do-code-reviews/
"Vision + incremental #refactorings = #agile #architecture. Read more in ""Incremental architecture, a cure against architecture astronauts"" https://bit.ly/3fkWnQY",https://philippe.bourgau.net/incremental-architecture-a-cure-against-architecture-astronauts/
"Except language and platform, incremental architecture works for almost anything !",https://philippe.bourgau.net/incremental-architecture-a-cure-against-architecture-astronauts/
Bring food and fast board games at work to make days with #Scrum ceremonies more fun ! ,https://philippe.bourgau.net/a-straightforward-way-to-scale-to-more-than-1-scrum-team/
"Synchronizing the sprints and sharing the ceremonies is all it takes to scale #Scrum to a few teams. Read our story in ""A Straightforward Way to Scale to More Than 1 Scrum Team"" https://bit.ly/2xxiiUd #Agile ",https://philippe.bourgau.net/a-straightforward-way-to-scale-to-more-than-1-scrum-team/
#Scaling starts by splitting a #scrum team in 2 https://bit.ly/2xxiiUd #Agile ,https://philippe.bourgau.net/a-straightforward-way-to-scale-to-more-than-1-scrum-team/
"Improvements you decide in your #retrospective should be started right away ""Most #Scrum teams are not #agile"" https://bit.ly/2WtzYZa",https://philippe.bourgau.net/most-scrum-teams-are-not-agile/
Don't accept bad #teamwork. Start doing effective #retrospectives today.,https://philippe.bourgau.net/most-scrum-teams-are-not-agile/
#IntrinsicMotivation is Achille's heel of #agile software development. Great #retrospectives are a way to increase it.,https://philippe.bourgau.net/most-scrum-teams-are-not-agile/
"#ContinuousImprovement actions are like investment. Personal finance advisors say we should ""Pay ourselves first"". Teams should do improvement actions first. https://bit.ly/2WtzYZa #scrum",https://philippe.bourgau.net/most-scrum-teams-are-not-agile/
Start a #CodingDojo at work to practice and learn #TDD  https://bit.ly/3c1Le5P (Photo: https://bit.ly/3c1Le5P via @pinterest) #softwareCraftsmanship,https://philippe.bourgau.net/from-apprentice-to-master-how-to-learn-tdd-test-driven-development/
Read the full 15 years long story of how I learned #TDD https://bit.ly/3c1Le5P #unitTesting #SoftwareCraftsmanship,https://philippe.bourgau.net/from-apprentice-to-master-how-to-learn-tdd-test-driven-development/
I don’t have the time !. More bad excuses for not writing #UnitTests,https://philippe.bourgau.net/20-bad-excuses-for-not-writing-unit-tests/
"""I guess we always find excuses to keep on with our bad habits, don’t we ?"" Stephen King. 20 Bad Excuses for Not Writing Unit Tests",https://philippe.bourgau.net/20-bad-excuses-for-not-writing-unit-tests/
"The #UnitTesting Deadlock : ""I need to refactor first … and I need tests to refactor !"" ",https://philippe.bourgau.net/20-bad-excuses-for-not-writing-unit-tests/
"""It’s multithreaded code, it’s impossible to test. Because it’s fully tederministic ?""  20 Bad Excuses for Not Writing #UnitTests https://bit.ly/2WDL26n",https://philippe.bourgau.net/20-bad-excuses-for-not-writing-unit-tests/
"The main reason to write #UnitTests before the code is that it's too painful to write them after! More fun in ""20 Bad Excuses For Not Writing Unit Tests"" https://bit.ly/2WDL26n #TDD",https://philippe.bourgau.net/20-bad-excuses-for-not-writing-unit-tests/
"Let's add a 4th step in #tdd: Fail, Fail with better error message, Pass, Refactor.",https://philippe.bourgau.net/speed-up-the-tdd-feedback-loop-with-better-assertion-messages/
Custom assertion matchers make TDD faster,https://philippe.bourgau.net/speed-up-the-tdd-feedback-loop-with-better-assertion-messages/
"#TDD tip: before passing the test, make it fail with a better error message. Diagnostic will be faster down the road. https://bit.ly/2xuUyjk #UnitTesting",https://philippe.bourgau.net/speed-up-the-tdd-feedback-loop-with-better-assertion-messages/
#SlackTime is a great way to start a #SideProject,https://philippe.bourgau.net/side-projects-matter/
Why banning #SideProject won't make employees more productive,https://philippe.bourgau.net/side-projects-matter/
Why companies should encourage #SideProjects,https://philippe.bourgau.net/side-projects-matter/
"Waking up 1 hour earlier is a great way to find the time for a #sideProject. Find more in ""13 Tricks for Successful Side Projects"" https://bit.ly/2L0dcmx",https://philippe.bourgau.net/13-tricks-for-successful-side-projects/
#SideProject best practice no.3 : Setup a routine,https://philippe.bourgau.net/13-tricks-for-successful-side-projects/
#SideProject best practice no.10 : Take technical debt !,https://philippe.bourgau.net/13-tricks-for-successful-side-projects/
"@daedtech : ""Technical debt is technical leverage"". https://daedtech.com/how-to-write-software-lessons/ Reminded me of best practices for side projects",https://philippe.bourgau.net/13-tricks-for-successful-side-projects/
#Motivation is the main fuel for successful #sideProjects! Do everything you can to keep it high. https://bit.ly/2L0dcmx,https://philippe.bourgau.net/13-tricks-for-successful-side-projects/
"[Red – Better Red – Green – Refactor] Explore different loops in ""Don’t stick to #TDD’s Red-Green-Refactor loop to the letter"" https://bit.ly/2zcXNfN #UnitTesting",https://philippe.bourgau.net/dont-stick-to-tdds-red-green-refactor-loop-to-the-letter/
"Experienced #tdd practitioners know when to switch gears and use other loop patterns. ""Don’t stick to TDD’s Red-Green-Refactor loop to the letter"" https://bit.ly/2zcXNfN #SoftwareTesting #eXtremeProgramming #UnitTesting",https://philippe.bourgau.net/dont-stick-to-tdds-red-green-refactor-loop-to-the-letter/
"Among many other things, I learned about code connascences and #pairprogramming best practices at last year's @spaconference. I guess this year's sessions will be even better ! ",https://philippe.bourgau.net/5-spa-conference-takeaways-that-could-make-us-better-software-professionals/
"""Incremental #refactoring prevents getting lost in programming tasks"" Discover ""7 reasons why learning refactoring techniques will improve your life as a #software engineer"" https://bit.ly/35wrULe ",https://philippe.bourgau.net/7-reasons-why-learning-refactoring-techniques-will-improve-your-life-as-a-software-engineer/
"By unlocking baby step commits, incremental #Refactoring techniques will simplify #CodeReviews, and #RemoteWork. Read more in ""7 reasons why learning refactoring techniques will improve your life as a software engineer"" https://bit.ly/35wrULe #softwaredevelopment ",https://philippe.bourgau.net/7-reasons-why-learning-refactoring-techniques-will-improve-your-life-as-a-software-engineer/
Invent #refactoring challenges from your daily work to get great at refactoring. ,https://philippe.bourgau.net/how-to-start-learning-the-tao-of-incremental-code-refactoring-today/
"#CodingDojos are #deliberatepractice for #programmers. ""How to start learning the tao of incremental code #refactoring today"" https://bit.ly/2YAUr0T",https://philippe.bourgau.net/how-to-start-learning-the-tao-of-incremental-code-refactoring-today/
Divide and Conquer remains one of the best techniques when #refactoring with #LegacyCode,https://philippe.bourgau.net/10-things-to-know-that-will-make-you-great-at-refactoring-legacy-code/
#PairProgramming and #MobProgramming are pretty effective for #LegacyCode #refactoring! This is 1 of 10 things to know that will make you great at refactoring legacy code. https://bit.ly/2WrqeP8,https://philippe.bourgau.net/10-things-to-know-that-will-make-you-great-at-refactoring-legacy-code/
"Linus Law: ""Given enough eyeballs, all bugs are shallow"". Mob and #pairprogramming help #refactoring #LegacyCode",https://philippe.bourgau.net/10-things-to-know-that-will-make-you-great-at-refactoring-legacy-code/
"I gave a coaching kata about #MikadoMethod at work this week. The more I use it, the more I found this technique powerful. #refactoring #TDD #CodingDojo https://bit.ly/2WrqeP8",https://philippe.bourgau.net/10-things-to-know-that-will-make-you-great-at-refactoring-legacy-code/
I've prepared a #MikadoMethod #Refactoring #CodingDojo on top of @jbrains's trivia codebase. Feedbacks are great https://bit.ly/2WrqeP8 https://bit.ly/2WrqeP8 @Work_at_Murex,https://philippe.bourgau.net/10-things-to-know-that-will-make-you-great-at-refactoring-legacy-code/
"Can you continuously run your tests while coding and stay in the flow ? Forget #UnitTest, only fast tests matter.",https://philippe.bourgau.net/forget-unit-tests/
Good assertion messages make your tests faster ! ,https://philippe.bourgau.net/forget-unit-tests/
"Can you continuously run your tests while coding and stay in the flow ? It does not matter if they are #UnitTest, #IntegrationTests, #EndToEndTest... as long as they are fast enough! https://bit.ly/2KZAau0",https://philippe.bourgau.net/forget-unit-tests/
The YELL #retrospective energizer : present yourself yelling ! Straightforward and #remote compliant.,https://philippe.bourgau.net/5-remote-energizer-tips-that-will-make-your-remote-retrospectives-rock/
The YELL #retrospective #remote #energizer : just answer a question standing and shouting ! https://bit.ly/3c2RqKx,https://philippe.bourgau.net/5-remote-energizer-tips-that-will-make-your-remote-retrospectives-rock/
"Icebreaker questions like ""What was your first job?"" are great #remote #retrospective #energizers",https://philippe.bourgau.net/5-remote-energizer-tips-that-will-make-your-remote-retrospectives-rock/
Feeling gloomy as you start your remote meetings in these difficult times? Here are 5 (+1 in comments) Remote energizer tips. https://bit.ly/3c2RqKx #RemoteWork,https://philippe.bourgau.net/5-remote-energizer-tips-that-will-make-your-remote-retrospectives-rock/
Let's imagine what #ExtremeProgramming would look like if it was invented in 2017,https://philippe.bourgau.net/extreme-extreme-programming-2017/
"20 years later, #eXtremeProgramming is unfortunately still extreme for a lot of teams ! https",https://philippe.bourgau.net/extreme-extreme-programming-2017/
Are #erlang and #Elixir #Microservice ready? Is this an advantage if we are trying to #SpikeAndStabilize? https://bit.ly/2WqEfwE #eXtremeProgramming,https://philippe.bourgau.net/extreme-extreme-programming-2017/
"2 years ago, I thought of what #XP would look like if it was re-invented. Things are slowly moving in this direction... ""eXtreme #eXtremeProgramming (2017)"" https://bit.ly/2WqEfwE",https://philippe.bourgau.net/extreme-extreme-programming-2017/
Some teams successfully throw their code away frequently instead of doing #refactoring !,https://philippe.bourgau.net/throwing-code-away-frequently/
"Could ""Throw away code frequently"" replace #tdd and #refactoring ?",https://philippe.bourgau.net/throwing-code-away-frequently/
"What's the point of using state of the art #software development practices for features you don't know if your users will use? Learn more about ""Throwing code away frequently""  https://bit.ly/2WqEfNa #tdd #refactoring #agile",https://philippe.bourgau.net/throwing-code-away-frequently/
"If you feel that #continuousimprovement is broken and #retrospectives don't work anymore, try the #improvementkata. ""How we used the improvement kata to gain 25% of productivity"" https://bit.ly/3fDyxQO",https://philippe.bourgau.net/how-we-used-the-improvement-kata-to-gain-25-percent-of-productivity-part-1/
"#Retrospectives are great to pick all the low hanging improvements. The #improvementKata is for the rest. Read the full story of ""How we used the improvement kata to gain 25% of productivity"" https://bit.ly/3fDyxQO #ContinuousImprovement #lean ",https://philippe.bourgau.net/how-we-used-the-improvement-kata-to-gain-25-percent-of-productivity-part-1/
"Here is an old post explaining how we replaced the #retrospective meeting with the asynchronous #improvementKata. Hopefully, this can help #Scrummaster who now need to #RemoteWork ""How we used the improvement kata to gain 25% of productivity"" https://bit.ly/3fDyxQO",https://philippe.bourgau.net/how-we-used-the-improvement-kata-to-gain-25-percent-of-productivity-part-1/
If you feel lost when doing something for the first time. Push through !,https://philippe.bourgau.net/how-we-used-the-improvement-kata-to-gain-25-percent-of-productivity-part-2/
"Cheap #Retrospective trick: Keep Photos and Trello boards of Retrospectives as a log of your working agreements changes. Read the full story of ""How we used the #improvementKata to gain 25% of productivity"" https://bit.ly/2LfTDqv",https://philippe.bourgau.net/how-we-used-the-improvement-kata-to-gain-25-percent-of-productivity-part-2/
"#NoEstimates works! Read the full story in ""How we used the #improvementKata to gain 25% of productivity"" https://bit.ly/3boSjMo #continuousImprovement",https://philippe.bourgau.net/how-we-used-the-improvement-kata-to-gain-25-percent-of-productivity-part-3/
#Gamification transforms nice developers into berserk testers ! https://bit.ly/3boSjMo #exploratoryTesting #SoftwareDevelopment #SoftwareTesting ,https://philippe.bourgau.net/how-we-used-the-improvement-kata-to-gain-25-percent-of-productivity-part-3/
"@jamesshore ""Don't measure #unitTest coverage"" #TDD yields around 90% #CodeCoverage anyway. I also have used #exploratoryTesting to improve the process. We used it as a measure of the process quality in an #ImprovementKata https://bit.ly/3boSjMo https://bit.ly/3boSjMo",https://philippe.bourgau.net/how-we-used-the-improvement-kata-to-gain-25-percent-of-productivity-part-3/
"Saving time by not fixing bugs might not be a great idea! Learn more in ""How we used the #improvementKata to gain 25% of productivity"" https://bit.ly/3fBnl77 #zeroBugs #continuousImprovement #lean",https://philippe.bourgau.net/how-we-used-the-improvement-kata-to-gain-25-percent-of-productivity-part-4/
